episode,speaker,line
Jellyfish Hunter,Mr. Krabs,spongebob i got a proposition for ye how's about you go catch me some of those little moneyfish
Jellyfish Hunter,SpongeBob,oh boy getting paid to jellyfish that's my life's dream
Jellyfish Hunter,Mr. Krabs,well keep dreaming this'll be on your time
Jellyfish Hunter,SpongeBob,aye aye sir
Jellyfish Hunter,Mr. Krabs,now go get me some jellyfish and make it quick uhh spongebob we're gonna need more than one puny jellyfish
Jellyfish Hunter,SpongeBob,but sir how many jellyfish do you need
Jellyfish Hunter,Mr. Krabs,spongebob we have a whole ecosystem full of hungry paying customers oh no don't tell me you've stopped caring for the customer
Jellyfish Hunter,SpongeBob,no never
Jellyfish Hunter,Mr. Krabs,then go out there and get me some more jellies
Jellyfish Hunter,SpongeBob,okay mr krabs just make sure the jellyfish are comfortable they are oh so sensitive
Jellyfish Hunter,Mr. Krabs,oh i'll keep 'em comfortable all right inside me wallet
Jellyfish Hunter,SpongeBob,here you go mr krabs
Jellyfish Hunter,Mr. Krabs,i'm gonna need more than that boy
Jellyfish Hunter,SpongeBob,more jellies mr krabs
Jellyfish Hunter,Mr. Krabs,oh that'll never do more
Jellyfish Hunter,Mr. Krabs,more spongebob
Jellyfish Hunter,Mr. Krabs,what don't you understand about more
Jellyfish Hunter,Mr. Krabs,more more more more more more more more more more more more more
Jellyfish Hunter,SpongeBob,well there's no more now that's jellyfishing
Jellyfish Hunter,SpongeBob,it feels like somebody wants to sell me something
Jellyfish Hunter,Businessman,i told you he was onto us
Jellyfish Hunter,SpongeBob,i'm not interested in anything you're selling i sure felt like i must be working too hard i'll get it gary hello spongebob's house spongebob speaking hello
Jellyfish Hunter,No Name,
Jellyfish Hunter,SpongeBob,wrong number i guess gary forgot to pay the electric bill gary is that you gary uh yeah good idea gary there's probably some candles in the kitchen hello what's this what are you doing here oh delicious one a little snack will calm my nerves mmm a krabby patty with blue jelly blue jelly hey old no name what's happening
Jellyfish Hunter,No Name,
Jellyfish Hunter,SpongeBob,no name let me out what are you gonna do with me pee-yew what smells like big business hey i don't remember that factory huh what is this horrible place
Jellyfish Hunter,Robot,coochie coochie coo
Jellyfish Hunter,SpongeBob,what kind of monster is responsible for this horror
Jellyfish Hunter,Mr. Krabs,that's it boys keep that gelatinous gold mine flowing
Jellyfish Hunter,SpongeBob,mr krabs no now i know why you brought me here but what can we do mr krabs stop this madness stop it right now
Jellyfish Hunter,Mr. Krabs,uh uh this this isn't what it looks like spongebob why uh we're just uh having a little tea party
Jellyfish Hunter,SpongeBob,oh boy a tea party you tricked me mr krabs i wouldn't have collected all those jellyfish if i knew that this was their fate this isn't right jellyfish need wide-open space and fresh air
Jellyfish Hunter,Mr. Krabs,easy boy what are you doing with that
Jellyfish Hunter,SpongeBob,something that should've been done a long time ago
Jellyfish Hunter,Mr. Krabs,no
Jellyfish Hunter,SpongeBob,the squeaky bolt on this door was driving me crazy
Jellyfish Hunter,Mr. Krabs,whew
Jellyfish Hunter,SpongeBob,and now i'm gonna set these jellyfish free
Jellyfish Hunter,Mr. Krabs,well you can't the door's voice-activated and will only open if i say open
Jellyfish Hunter,SpongeBob,freedom freedom
Jellyfish Hunter,Mr. Krabs,you'll never catch me blasted exercise craze
Jellyfish Hunter,SpongeBob,goodbye friends
Jellyfish Hunter,Mr. Krabs,i'm taking jelly off the menu
Jellyfish Hunter,SpongeBob,he really got burned on that deal all is as it should be i promise never to use this jellyfish net for anything but pure sport again jellyfish aren't meant to be captured forever oh no name i guess i can name you now i'll call you friend
The Fry Cook Games,Johnny,welcome sports fans to the 21st annual bikini bottom fry cook games
The Fry Cook Games,Harold,i declare these fry cook games open
The Fry Cook Games,Harold,i declare these fry cook games
The Fry Cook Games,Harold,open
The Fry Cook Games,Johnny,so begin the 21st fry cook games i'm a realistic fish head and it's a beautiful day here at bikini bottom's fast food coliseum
The Fry Cook Games,Johnny,they come from everywhere microwaves hum
The Fry Cook Games,Johnny,patties sizzle
The Fry Cook Games,Johnny,and heat lamps keep the fast food spirit warm and soggy but the real story is the bitter rivalry between former competitors mr krabs of the krusty krab and plankton of the chum bucket
The Fry Cook Games,Johnny,who could forget the year mr krabs won gold for this five hundred pickle clean-and-jerk
The Fry Cook Games,Johnny,not plankton
The Fry Cook Games,Johnny,or when plankton won the hearts of millions by performing this perfect onion ring routine with a broken antenna
The Fry Cook Games,Johnny,krabs wasn't moved
The Fry Cook Games,Johnny,and now late word is that this year the krusty krab will be represented by a new competitor on what is perhaps the greatest day of his young life
The Fry Cook Games,SpongeBob,this is perhaps the greatest day of my young life mr krabs
The Fry Cook Games,SpongeBob,i can't believe i'm representing the krusty krab in the fry cook games
The Fry Cook Games,SpongeBob,to bring home the gold is to bring honor and glory to the krusty krab
The Fry Cook Games,Mr. Krabs,and all that free publicity will bring in customers so don't lose
The Fry Cook Games,SpongeBob,aye aye mr krabs
The Fry Cook Games,SpongeBob,krusty krab krusty krab krusty krab
The Fry Cook Games,Patrick,hey spongebob
The Fry Cook Games,SpongeBob,hi patrick
The Fry Cook Games,Patrick,are you trying to move the ground you'll never move it like that you gotta get under neath it
The Fry Cook Games,SpongeBob,come on patrick i'm trying to train for the games
The Fry Cook Games,Patrick,games can i play
The Fry Cook Games,SpongeBob,ah sorry patrick
The Fry Cook Games,SpongeBob,you have to be a fry cook
The Fry Cook Games,Patrick,be a fry cook is that all i gotta do that'll be easy
The Fry Cook Games,SpongeBob,what do you mean easy
The Fry Cook Games,Patrick,how hard can it be
The Fry Cook Games,SpongeBob,they don't let just anybody be a fry cook we're an elite corp
The Fry Cook Games,Patrick,oh come on you're just flippin' patties
The Fry Cook Games,SpongeBob,hey flipping is not as easy as it sounds
The Fry Cook Games,Patrick,tssss
The Fry Cook Games,SpongeBob,why don't you go home patrick you can compete in the laying under a rock all day games
The Fry Cook Games,Patrick,well at least i don't polish my fingernails
The Fry Cook Games,SpongeBob,you take that back
The Fry Cook Games,Patrick,fingernails fingernails fingernails
The Fry Cook Games,SpongeBob,you don't even have fingernails
The Fry Cook Games,Patrick,i cannot believe what i am hearing
The Fry Cook Games,SpongeBob,how can you hear it you don't have ears either
The Fry Cook Games,Patrick,holes holes
The Fry Cook Games,SpongeBob,cone head
The Fry Cook Games,Patrick,yellow
The Fry Cook Games,SpongeBob,pink
The Fry Cook Games,Patrick,i'm gonna get a job as a fry cook and it'll be easy
The Fry Cook Games,SpongeBob,fine krusty krab krusty krab krusty krab
The Fry Cook Games,Mr. Krabs,what's that smell in the air i smell plankton
The Fry Cook Games,Plankton,oh yeah well i smell
The Fry Cook Games,Plankton,pew he's right
The Fry Cook Games,Plankton,i love messing things up
The Fry Cook Games,Plankton,are you ready to do or die krabs
The Fry Cook Games,Mr. Krabs,always ready plankton always ready
The Fry Cook Games,Plankton,good because today the chum bucket is going to kick
The Fry Cook Games,Plankton,your carapace
The Fry Cook Games,Mr. Krabs,that's what you think but i got me a champion spongebob show him
The Fry Cook Games,Mr. Krabs,look at him in his prime you ain't got no chance
The Fry Cook Games,Plankton,that's where you're wrong krabs for i too have a champion
The Fry Cook Games,Plankton,ladies and gentlemen turn your attention to the southwest corridor
The Fry Cook Games,Plankton,other way imbeciles
The Fry Cook Games,Plankton,and stop perfect
The Fry Cook Games,Plankton,representing the chum bucket a creature so fearsome so terrible so mind-bendingly large that those of you with weak constitutions may want to leave the stadium
The Fry Cook Games,Muscular Fish,i gotta get outta here
The Fry Cook Games,Plankton,too late ready or not here he comes quake with fear you mortal fools bow down before the awesome might of
The Fry Cook Games,Plankton,this huge guy who is carrying the real contestant
The Fry Cook Games,Plankton,patrick star
The Fry Cook Games,SpongeBob,patrick what are you doing here you're not a fry cook
The Fry Cook Games,Patrick,oh yes i am mr spongebob superiorpants
The Fry Cook Games,Patrick,check it out
The Fry Cook Games,Patrick,i've been working for the chum bucket for almost five minutes
The Fry Cook Games,SpongeBob,well it doesn't matter anyway 'cause you're gonna eat my dust
The Fry Cook Games,Patrick,nuh uh i'm eating my own dust
The Fry Cook Games,SpongeBob,not if i eat it first
The Fry Cook Games,Patrick,yellow
The Fry Cook Games,SpongeBob,pink
The Fry Cook Games,SpongeBob,i can't believe it mr krabs i thought patrick was my friend
The Fry Cook Games,Mr. Krabs,friend not in here he ain't
The Fry Cook Games,SpongeBob,what do you mean
The Fry Cook Games,Plankton,he's not really your friend
The Fry Cook Games,Patrick,he's not
The Fry Cook Games,Plankton,he's plotting your downfall right now
The Fry Cook Games,SpongeBob,he is
The Fry Cook Games,Mr. Krabs,he's gonna stab you in the back
The Fry Cook Games,Patrick,he wouldn't
The Fry Cook Games,Plankton,of course he would just look at him square the shape of evil
The Fry Cook Games,Mr. Krabs,he's making a mockery of your profession are we gonna let some pretender take away what belongs to the krusty krab
The Fry Cook Games,SpongeBob,no
The Fry Cook Games,Plankton,then get mean
The Fry Cook Games,Patrick,i'm mean
The Fry Cook Games,Mr. Krabs,get angry
The Fry Cook Games,SpongeBob,i'm angry
The Fry Cook Games,Plankton,now get out there
The Fry Cook Games,Mr. Krabs,and win
The Fry Cook Games,Plankton,that
The Fry Cook Games,Mr. Krabs,medal
The Fry Cook Games,Patrick,
The Fry Cook Games,SpongeBob,
The Fry Cook Games,SpongeBob and Patrick,
The Fry Cook Games,Huge Fish,ahhh
The Fry Cook Games,Johnny,our first event the deep fry pole vault
The Fry Cook Games,Mr. Krabs,win this one for the krusty krab
The Fry Cook Games,SpongeBob,for the krusty krab
The Fry Cook Games,Plankton,win this one because i told you to
The Fry Cook Games,Patrick,because you told me to
The Fry Cook Games,Vendor,fish sticks get your fish sticks here
The Fry Cook Games,Johnny,the next event the chocolate high dive
